Data,Position,Conference,Conference Type,Receiving Team,Player,From School,Departing Conference
TE Caden Prieskorn (from Memphis),TE,SEC,Power 5,Ole Miss,Caden Prieskorn,Memphis,American Athletic Conference
OL Quincy McGee (from UAB),OL,SEC,Power 5,Ole Miss,Quincy McGee,UAB,Conference USA
OL Victor Curne (from Washington),OL,SEC,Power 5,Ole Miss,Victor Curne,Washington,Pac-12
DL Joshua Harris (from NC State),DL,SEC,Power 5,Ole Miss,Joshua Harris,NC State,ACC
DL Isaac Ukwu (from James Madison),DL,SEC,Power 5,Ole Miss,Isaac Ukwu,James Madison,Sun Belt
DL Akelo Stone (from Georgia Tech),DL,SEC,Power 5,Ole Miss,Akelo Stone,Georgia Tech,ACC
DL Stephon Wynn (from Nebraska),DL,SEC,Power 5,Ole Miss,Stephon Wynn,Nebraska,Big Ten
LB Monty Montgomery (from Louisville),LB,SEC,Power 5,Ole Miss,Monty Montgomery,Louisville,ACC
LB Jeremiah Jean-Baptiste (from UCF),LB,SEC,Power 5,Ole Miss,Jeremiah Jean-Baptiste,UCF,American Athletic Conference
LB T.J. Dudley (from Clemson),LB,SEC,Power 5,Ole Miss,T.J. Dudley,Clemson,ACC
"DB John Saunders (from Miami, Ohio)",DB,SEC,Power 5,Ole Miss,John Saunders,"Miami, Ohio",#N/A
DB Zamari Walton (from Georgia Tech),DB,SEC,Power 5,Ole Miss,Zamari Walton,Georgia Tech,ACC
DB DeShawn Gaddie (from North Texas),DB,SEC,Power 5,Ole Miss,DeShawn Gaddie,North Texas,Conference USA
DB Daijahn Anthony (from Liberty),DB,SEC,Power 5,Ole Miss,Daijahn Anthony,Liberty,Independents
DB Teja Young (from FAU),DB,SEC,Power 5,Ole Miss,Teja Young,FAU,Conference USA
DB Chris Graves (from Miami),DB,SEC,Power 5,Ole Miss,Chris Graves,Miami,ACC
DB Jadon Canady (from Tulane),DB,SEC,Power 5,Ole Miss,Jadon Canady,Tulane,American Athletic Conference
K Caden Davis (from Texas A&M),K ,SEC,Power 5,Ole Miss,Caden Davis,Texas A&M,SEC
QB Mike Wright (from Vanderbilt),QB,SEC,Power 5,Mississippi State,Mike Wright,Vanderbilt,SEC
RB Keyvone Lee (from Penn State),RB,SEC,Power 5,Mississippi State,Keyvone Lee,Penn State,Big Ten
WR Freddie Roberson (from Eastern Washington),WR,SEC,Power 5,Mississippi State,Freddie Roberson,Eastern Washington,Big Sky
TE Ryland Goede (from Georgia),TE,SEC,Power 5,Mississippi State,Ryland Goede,Georgia,SEC
TE Seydou Traore (from Arkansas State - needs waiver to play in '23),TE,SEC,Power 5,Mississippi State,Seydou Traore,Arkansas State,Sun Belt
TE Geor'Quarius Spivey (from TCU),TE,SEC,Power 5,Mississippi State,Geor'Quarius Spivey,TCU,Big 12
CB Raydarious Jones (from LSU),CB,SEC,Power 5,Mississippi State,Raydarious Jones,LSU,SEC
DB Khamauri Rogers (from Miami),DB,SEC,Power 5,Mississippi State,Khamauri Rogers,Miami,ACC
DB Christopher Keys (from Indiana),DB,SEC,Power 5,Mississippi State,Christopher Keys,Indiana,Big Ten
DB Jamari Brown (from Purdue),DB,SEC,Power 5,Mississippi State,Jamari Brown,Purdue,Big Ten
DB Kobi Albert (from Kentucky),DB,SEC,Power 5,Mississippi State,Kobi Albert,Kentucky,SEC
K Nicholas Barr-Mira (from UCLA),K ,SEC,Power 5,Mississippi State,Nicholas Barr-Mira,UCLA,Pac-12
K Ethan Chang (from William & Mary),K ,SEC,Power 5,Mississippi State,Ethan Chang,William & Mary,CAA
P Andrew Osteen (from UCF),P ,SEC,Power 5,Mississippi State,Andrew Osteen,UCF,American Athletic Conference
QB Jake Garcia (from Miami),QB,SEC,Power 5,Missouri,Jake Garcia,Miami,ACC
WR Theo Wease (from Oklahoma),WR,SEC,Power 5,Missouri,Theo Wease,Oklahoma,Big 12
WR Dannis Jackson (from Ole Miss),WR,SEC,Power 5,Missouri,Dannis Jackson,Ole Miss,SEC
OL Marcellus Johnson (from Eastern Michigan),OL,SEC,Power 5,Missouri,Marcellus Johnson,Eastern Michigan,MAC
OL Cam'Ron Johnson (from Houston),OL,SEC,Power 5,Missouri,Cam'Ron Johnson,Houston,American Athletic Conference
DL Austin Firestone (from Northwestern),DL,SEC,Power 5,Missouri,Austin Firestone,Northwestern,Big Ten
DL Nyles Gaddy (from Jackson State),DL,SEC,Power 5,Missouri,Nyles Gaddy,Jackson State,SWAC
DB Tre'Vez Johnson (from Florida),DB,SEC,Power 5,Missouri,Tre'Vez Johnson,Florida,SEC
DB Sidney Williams (from Florida State),DB,SEC,Power 5,Missouri,Sidney Williams,Florida State,ACC
P Riley Williams (from Towson),P ,SEC,Power 5,Missouri,Riley Williams,Towson,CAA
RB Mario Anderson (from Newberry),RB,SEC,Power 5,South Carolina,Mario Anderson,Newberry,#N/A
WR Eddie Lewis (from Memphis),WR,SEC,Power 5,South Carolina,Eddie Lewis,Memphis,American Athletic Conference
WR/DB DeAngelo Gibbs (from Tennessee),WR,SEC,Power 5,South Carolina,DB DeAngelo Gibbs,Tennessee,SEC
TE Nick Elksnis (from Florida),TE,SEC,Power 5,South Carolina,Nick Elksnis,Florida,SEC
TE Trey Knox (from Arkansas),TE,SEC,Power 5,South Carolina,Trey Knox,Arkansas,SEC
TE Joshua Simon (from Western Kentucky),TE,SEC,Power 5,South Carolina,Joshua Simon,Western Kentucky,Conference USA
OL Nick Gargiulo (from Yale),OL,SEC,Power 5,South Carolina,Nick Gargiulo,Yale,#N/A
OL Jaxon Hughes (from Charlotte),OL,SEC,Power 5,South Carolina,Jaxon Hughes,Charlotte,Conference USA
OL Nigajuan Mansell (from Mercer),OL,SEC,Power 5,South Carolina,Nigajuan Mansell,Mercer,Southern
OL Sidney Fugar (from Western Illinois),OL,SEC,Power 5,South Carolina,Sidney Fugar,Western Illinois,Missouri Valley
DL Jatius Geer (from Syracuse),DL,SEC,Power 5,South Carolina,Jatius Geer,Syracuse,ACC
DL Drew Tuazama (from UAB),DL,SEC,Power 5,South Carolina,Drew Tuazama,UAB,Conference USA
LB Jaron Willis (from Ole Miss),LB,SEC,Power 5,South Carolina,Jaron Willis,Ole Miss,SEC
WR Dont'e Thornton (from Oregon),WR,SEC,Power 5,Tennessee,Dont'e Thornton,Oregon,Pac-12
TE McCallan Castles (from Cal Poly),TE,SEC,Power 5,Tennessee,McCallan Castles,Cal Poly,Big Sky
OL Andrej Karic (from Texas),OL,SEC,Power 5,Tennessee,Andrej Karic,Texas,Big 12
OL John Campbell (from Miami),OL,SEC,Power 5,Tennessee,John Campbell,Miami,ACC
DL Omarr Norman-Lott (from Arizona State),DL,SEC,Power 5,Tennessee,Omarr Norman-Lott,Arizona State,Pac-12
LB Keenan Pili (from BYU),LB,SEC,Power 5,Tennessee,Keenan Pili,BYU,Independents
LB Caleb Williams (from Liberty),LB,SEC,Power 5,Tennessee,Caleb Williams,Liberty,Independents
DB Gabe Jeudy-Lally (from BYU),DB,SEC,Power 5,Tennessee,Gabe Jeudy-Lally,BYU,Independents
K Charles Campbell (from Indiana),K ,SEC,Power 5,Tennessee,Charles Campbell,Indiana,Big Ten
QB Jaylen Henderson (from Fresno State),QB,SEC,Power 5,Texas A&M,Jaylen Henderson,Fresno State,Mountain West
RB Preston Landis (from North Texas),RB,SEC,Power 5,Texas A&M,Preston Landis,North Texas,Conference USA
RB David Bailey (from Colorado State),RB,SEC,Power 5,Texas A&M,David Bailey,Colorado State,Mountain West
FB Jerry Johnson (from Rice),FB,SEC,Power 5,Texas A&M,Jerry Johnson,Rice,Conference USA
WR Jordan Anthony (from Kentucky),WR,SEC,Power 5,Texas A&M,Jordan Anthony,Kentucky,SEC
WR Jahdae Walker (from Grand Valley State),WR,SEC,Power 5,Texas A&M,Jahdae Walker,Grand Valley State,#N/A
OL Derek Ferraro (from Richmond),OL,SEC,Power 5,Texas A&M,Derek Ferraro,Richmond,CAA
OL Finn Dirstine (from Boston College),OL,SEC,Power 5,Texas A&M,Finn Dirstine,Boston College,ACC
LB Jurriente Davis (from Jackson State),LB,SEC,Power 5,Texas A&M,Jurriente Davis,Jackson State,SWAC
CB Tony Grimes (from North Carolina),CB,SEC,Power 5,Texas A&M,Tony Grimes,North Carolina,ACC
S Sam McCall (from Florida State),S ,SEC,Power 5,Texas A&M,Sam McCall,Florida State,ACC
DB Josh DeBerry (from Boston College),DB,SEC,Power 5,Texas A&M,Josh DeBerry,Boston College,ACC
WR Shawn Naim (from Akron),WR,SEC,Power 5,Vanderbilt,Shawn Naim,Akron,MAC
TE Chris Boyle (from Brown),TE,SEC,Power 5,Vanderbilt,Chris Boyle,Brown,Ivy
DL Aeneas DiCosmo (from Stanford),DL,SEC,Power 5,Vanderbilt,Aeneas DiCosmo,Stanford,Pac-12
DL Jacob Katona (from Stanford),DL,SEC,Power 5,Vanderbilt,Jacob Katona,Stanford,Pac-12
LB Prince Kollie (from Notre Dame),LB,SEC,Power 5,Vanderbilt,Prince Kollie,Notre Dame,Independents
LB Carson Casteel (from Michigan State),LB,SEC,Power 5,Vanderbilt,Carson Casteel,Michigan State,Big Ten
K Jacob Borcila (from Kansas),K ,SEC,Power 5,Vanderbilt,Jacob Borcila,Kansas,Big 12
QB Emory Jones (from Arizona State),QB,American Athletic Conference,Non Power 5,Cincinnati,Emory Jones,Arizona State,Pac-12
WR Keyshawn Helton (from Florida State),WR,American Athletic Conference,Non Power 5,Cincinnati,Keyshawn Helton,Florida State,ACC
WR Donovan Ollie (from Washington State),WR,American Athletic Conference,Non Power 5,Cincinnati,Donovan Ollie,Washington State,Pac-12
WR Dee Wiggins (from Louisville),WR,American Athletic Conference,Non Power 5,Cincinnati,Dee Wiggins,Louisville,ACC
WR Aaron Turner (from UConn),WR,American Athletic Conference,Non Power 5,Cincinnati,Aaron Turner,UConn,Independents
WR Xzavier Henderson (from Florida),WR,American Athletic Conference,Non Power 5,Cincinnati,Xzavier Henderson,Florida,SEC
WR Braden Smith (from Louisville),WR,American Athletic Conference,Non Power 5,Cincinnati,Braden Smith,Louisville,ACC
WR Sterling Berkhalter (from North Carolina A&T),WR,American Athletic Conference,Non Power 5,Cincinnati,Sterling Berkhalter,North Carolina A&T,CAA
TE Joey Beljan (from Western Kentucky),TE,American Athletic Conference,Non Power 5,Cincinnati,Joey Beljan,Western Kentucky,Conference USA
OL Luke Kandra (from Louisville),OL,American Athletic Conference,Non Power 5,Cincinnati,Luke Kandra,Louisville,ACC
OL Phillip Wilder (from Southeast Missouri State),OL,American Athletic Conference,Non Power 5,Cincinnati,Phillip Wilder,Southeast Missouri State,Big South-OVC
OL Deondre Buford (from Kentucky),OL,American Athletic Conference,Non Power 5,Cincinnati,Deondre Buford,Kentucky,SEC
OL Trevor Radosevich (from Penn),OL,American Athletic Conference,Non Power 5,Cincinnati,Trevor Radosevich,Penn,Ivy
DL Kyree Moyston (from Virginia Tech),DL,American Athletic Conference,Non Power 5,Cincinnati,Kyree Moyston,Virginia Tech,ACC
DL Jalen Hunt (from Michigan State),DL,American Athletic Conference,Non Power 5,Cincinnati,Jalen Hunt,Michigan State,Big Ten
DL Daniel Grzesiak (from Utah State),DL,American Athletic Conference,Non Power 5,Cincinnati,Daniel Grzesiak,Utah State,Mountain West
LB Dorian Jones (from Louisville),LB,American Athletic Conference,Non Power 5,Cincinnati,Dorian Jones,Louisville,ACC
LB Dion Hunter (from New Mexico),LB,American Athletic Conference,Non Power 5,Cincinnati,Dion Hunter,New Mexico,Mountain West
LB Connor Keyes (from Minnesota),LB,American Athletic Conference,Non Power 5,Cincinnati,Connor Keyes,Minnesota,Big Ten
DB D.J. Taylor (from Arizona State),DB,American Athletic Conference,Non Power 5,Cincinnati,D.J. Taylor,Arizona State,Pac-12
DB George Udo (from BYU),DB,American Athletic Conference,Non Power 5,Cincinnati,George Udo,BYU,Independents
DB Jordan Young (from Florida),DB,American Athletic Conference,Non Power 5,Cincinnati,Jordan Young,Florida,SEC
K Carter Brown (from Arizona State),K ,American Athletic Conference,Non Power 5,Cincinnati,Carter Brown,Arizona State,Pac-12
K Rory Bell (from Temple),K ,American Athletic Conference,Non Power 5,Cincinnati,Rory Bell,Temple,American Athletic Conference
RB Gerald Green (from Georgia Southern),RB,American Athletic Conference,Non Power 5,East Carolina,Gerald Green,Georgia Southern,Sun Belt
WR Ryan King (from Georgia Tech),WR,American Athletic Conference,Non Power 5,East Carolina,Ryan King,Georgia Tech,ACC
WR Chase Sowell (from Colorado),WR,American Athletic Conference,Non Power 5,East Carolina,Chase Sowell,Colorado,Pac-12
WR Kelan Robinson (from Kansas),WR,American Athletic Conference,Non Power 5,East Carolina,Kelan Robinson,Kansas,Big 12
OL Owen Murphy (from Akron),OL,American Athletic Conference,Non Power 5,East Carolina,Owen Murphy,Akron,MAC
OL Ryan Beckman (from Akron),OL,American Athletic Conference,Non Power 5,East Carolina,Ryan Beckman,Akron,MAC
OL Dustyn Hall (from USF),OL,American Athletic Conference,Non Power 5,East Carolina,Dustyn Hall,USF,American Athletic Conference
LB BJ Davis (from South Carolina State),LB,American Athletic Conference,Non Power 5,East Carolina,BJ Davis,South Carolina State,MEAC
LB RaRa Dillworth (from North Carolina),LB,American Athletic Conference,Non Power 5,East Carolina,RaRa Dillworth,North Carolina,ACC
LB Tyquan King (from North Carolina A&T),LB,American Athletic Conference,Non Power 5,East Carolina,Tyquan King,North Carolina A&T,CAA
DB Tymir Brown (from North Carolina),DB,American Athletic Conference,Non Power 5,East Carolina,Tymir Brown,North Carolina,ACC
DB Rance Conner (from Louisville),DB,American Athletic Conference,Non Power 5,East Carolina,Rance Conner,Louisville,ACC
DB Jonathan Jones (from Campbell),DB,American Athletic Conference,Non Power 5,East Carolina,Jonathan Jones,Campbell,CAA
DB Dontavius Nash (from North Carolina),DB,American Athletic Conference,Non Power 5,East Carolina,Dontavius Nash,North Carolina,ACC
DB Omar Rogers (from Elon),DB,American Athletic Conference,Non Power 5,East Carolina,Omar Rogers,Elon,CAA
K Jerry Rice III (from VMI),K ,American Athletic Conference,Non Power 5,East Carolina,Jerry Rice III,VMI,Southern
P Archer Trafford (from Mississippi State),P ,American Athletic Conference,Non Power 5,East Carolina,rcher Trafford,Mississippi State,SEC
QB Donovan Smith (from Texas Tech),QB,American Athletic Conference,Non Power 5,Houston,Donovan Smith,Texas Tech,Big 12
RB Tony Mathis (from West Virginia),RB,American Athletic Conference,Non Power 5,Houston,Tony Mathis,West Virginia,Big 12
WR Joshua Cobbs (from Wyoming),WR,American Athletic Conference,Non Power 5,Houston,Joshua Cobbs,Wyoming,Mountain West
WR Stephon Johnson Jr. (from Oklahoma State),WR,American Athletic Conference,Non Power 5,Houston,Stephon Johnson Jr.,Oklahoma State,Big 12
TE Mike O'Laughlin (from West Virginia),TE,American Athletic Conference,Non Power 5,Houston,Mike O'Laughlin,West Virginia,Big 12
OL Jaylen Garth (from Texas),OL,American Athletic Conference,Non Power 5,Houston,Jaylen Garth,Texas,Big 12
OL Max Banes (from Akron),OL,American Athletic Conference,Non Power 5,Houston,Max Banes,Akron,MAC
OL David Ndukwe (from Western Kentucky),OL,American Athletic Conference,Non Power 5,Houston,David Ndukwe,Western Kentucky,Conference USA
OL Peyton Dunn (from ULM),OL,American Athletic Conference,Non Power 5,Houston,Peyton Dunn,ULM,Sun Belt
OL Shamar Hobdy-Lee (from FIU),OL,American Athletic Conference,Non Power 5,Houston,Shamar Hobdy-Lee,FIU,Conference USA
DL Brandon Mack (from Ole Miss),DL,American Athletic Conference,Non Power 5,Houston,Brandon Mack,Ole Miss,SEC
DL David Ugwoegbu (from Oklahoma),DL,American Athletic Conference,Non Power 5,Houston,David Ugwoegbu,Oklahoma,Big 12
LB Aubrey Smith (from Colorado),LB,American Athletic Conference,Non Power 5,Houston,Aubrey Smith,Colorado,Pac-12
DB Malik Fleming (from East Carolina),DB,American Athletic Conference,Non Power 5,Houston,Malik Fleming,East Carolina,American Athletic Conference
DB Latrell McCutchin (from USC),DB,American Athletic Conference,Non Power 5,Houston,Latrell McCutchin,USC,Pac-12
DB Isaiah Hamilton (from Texas Southern),DB,American Athletic Conference,Non Power 5,Houston,Isaiah Hamilton,Texas Southern,SWAC
S A.J. Haulcy (from New Mexico),S ,American Athletic Conference,Non Power 5,Houston,.J. Haulcy,New Mexico,Mountain West
DB Brian George (from Texas A&M),DB,American Athletic Conference,Non Power 5,Houston,Brian George,Texas A&M,SEC
K Jack Martin (from Alabama),K ,American Athletic Conference,Non Power 5,Houston,Jack Martin,Alabama,SEC
K Cooper Hamilton (from Eastern New Mexico),K ,American Athletic Conference,Non Power 5,Houston,Cooper Hamilton,Eastern New Mexico,#N/A
QB Cade Cunningham (from Marshall),QB,American Athletic Conference,Non Power 5,Memphis,Cade Cunningham,Marshall,Sun Belt
RB Blake Watson (from Old Dominion),RB,American Athletic Conference,Non Power 5,Memphis,Blake Watson,Old Dominion,Sun Belt
RB Ke'Travion Hargrove (from Mississippi State),RB,American Athletic Conference,Non Power 5,Memphis,Ke'Travion Hargrove,Mississippi State,SEC
WR Tauskie Dove (from Missouri),WR,American Athletic Conference,Non Power 5,Memphis,Tauskie Dove,Missouri,SEC
WR Demeer Blankumsee (from Toledo),WR,American Athletic Conference,Non Power 5,Memphis,Demeer Blankumsee,Toledo,MAC
WR Christian Carter (from Pittsburg State),WR,American Athletic Conference,Non Power 5,Memphis,Christian Carter,Pittsburg State,#N/A
TE Austin Smith (from Colorado),TE,American Athletic Conference,Non Power 5,Memphis,Austin Smith,Colorado,Pac-12
OL Xavier Hill (from LSU),OL,American Athletic Conference,Non Power 5,Memphis,Xavier Hill,LSU,SEC
OL Cullen Montgomery (from Oklahoma),OL,American Athletic Conference,Non Power 5,Memphis,Cullen Montgomery,Oklahoma,Big 12
OL Marcus Henderson (from Arkansas),OL,American Athletic Conference,Non Power 5,Memphis,Marcus Henderson,Arkansas,SEC
OL Jack Greer (from Ole Miss),OL,American Athletic Conference,Non Power 5,Memphis,Jack Greer,Ole Miss,SEC
DL Jaylen Joyner (from FAU),DL,American Athletic Conference,Non Power 5,Memphis,Jaylen Joyner,FAU,Conference USA
DL Andres Fox (from Fresno State),DL,American Athletic Conference,Non Power 5,Memphis,Andres Fox,Fresno State,Mountain West
DL Jalen Thomas (from Grambling),DL,American Athletic Conference,Non Power 5,Memphis,Jalen Thomas,Grambling,#N/A
DL Keveion'ta Spears (from Louisiana Tech),DL,American Athletic Conference,Non Power 5,Memphis,Keveion'ta Spears,Louisiana Tech,Conference USA
DL Adarious Jones (from Texas A&M),DL,American Athletic Conference,Non Power 5,Memphis,Adarious Jones,Texas A&M,SEC
DL Josh Ellison (from Oklahoma),DL,American Athletic Conference,Non Power 5,Memphis,Josh Ellison,Oklahoma,Big 12
LB Chandler Martin (from East Tennessee State),LB,American Athletic Conference,Non Power 5,Memphis,Chandler Martin,East Tennessee State,Southern
DB Jaylen Johnson (from Ohio State),DB,American Athletic Conference,Non Power 5,Memphis,Jaylen Johnson,Ohio State,Big Ten
DB Tyrin Taylor (from Colorado),DB,American Athletic Conference,Non Power 5,Memphis,Tyrin Taylor,Colorado,Pac-12
DB Malik Feaster (from Florida State),DB,American Athletic Conference,Non Power 5,Memphis,Malik Feaster,Florida State,ACC
DB Simeon Blair (from Arkansas),DB,American Athletic Conference,Non Power 5,Memphis,Simeon Blair,Arkansas,SEC
DB Cameron Miller (from Tennessee),DB,American Athletic Conference,Non Power 5,Memphis,Cameron Miller,Tennessee,SEC
DB Maurice Hampton (from LSU/Samford),DB,American Athletic Conference,Non Power 5,Memphis,Maurice Hampton,LSU/Samford,#N/A
K Seth Morgan (from Sam Houston),K ,American Athletic Conference,Non Power 5,Memphis,Seth Morgan,Sam Houston,Conference USA
P Reid Bauer (from Arkansas),P ,American Athletic Conference,Non Power 5,Memphis,eid Bauer,Arkansas,SEC
QB Alex Padilla (from Iowa),QB,American Athletic Conference,Non Power 5,SMU,Alex Padilla,Iowa,Big Ten
RB Jaylan Knighton (from Miami),RB,American Athletic Conference,Non Power 5,SMU,Jaylan Knighton,Miami,ACC
RB LJ Johnson (from Texas A&M),RB,American Athletic Conference,Non Power 5,SMU,LJ Johnson,Texas A&M,SEC
WR Romello Brinson (from Miami),WR,American Athletic Conference,Non Power 5,SMU,Romello Brinson,Miami,ACC
WR Jordan Hudson (from TCU),WR,American Athletic Conference,Non Power 5,SMU,Jordan Hudson,TCU,Big 12
WR Key'Shawn Smith (from Miami),WR,American Athletic Conference,Non Power 5,SMU,Key'Shawn Smith,Miami,ACC
TE Micah Hilts (from Texas State),TE,American Athletic Conference,Non Power 5,SMU,Micah Hilts,Texas State,Sun Belt
OL Hyrin White (from Missouri),OL,American Athletic Conference,Non Power 5,SMU,Hyrin White,Missouri,SEC
OL Jakai Clark (from Miami),OL,American Athletic Conference,Non Power 5,SMU,Jakai Clark,Miami,ACC
OL Caleb Johnson (from Notre Dame),OL,American Athletic Conference,Non Power 5,SMU,Caleb Johnson,Notre Dame,Independents
OL P.J. Williams (from Texas A&M),OL,American Athletic Conference,Non Power 5,SMU,P.J. Williams,Texas A&M,SEC
OL Logan Parr (from Texas),OL,American Athletic Conference,Non Power 5,SMU,Logan Parr,Texas,Big 12
DL Elijah Roberts (from Miami),DL,American Athletic Conference,Non Power 5,SMU,Elijah Roberts,Miami,ACC
DL Jordan Miller (from Miami),DL,American Athletic Conference,Non Power 5,SMU,Jordan Miller,Miami,ACC
DL Kori Roberson (from Oklahoma),DL,American Athletic Conference,Non Power 5,SMU,Kori Roberson,Oklahoma,Big 12
DL Cameron Robertson (from North Texas),DL,American Athletic Conference,Non Power 5,SMU,Cameron Robertson,North Texas,Conference USA
LB Ahmad Walker (from Liberty),LB,American Athletic Conference,Non Power 5,SMU,Ahmad Walker,Liberty,Independents
LB Kobe Wilson (from Temple),LB,American Athletic Conference,Non Power 5,SMU,Kobe Wilson,Temple,American Athletic Conference
DB Chris Megginson (from Liberty),DB,American Athletic Conference,Non Power 5,SMU,Chris Megginson,Liberty,Independents
CB Charles Woods (from West Virginia),CB,American Athletic Conference,Non Power 5,SMU,Charles Woods,West Virginia,Big 12
S Jonathan McGill (from Stanford),S ,American Athletic Conference,Non Power 5,SMU,onathan McGill,Stanford,Pac-12
DB Cale Sanders (from Fresno State),DB,American Athletic Conference,Non Power 5,SMU,Cale Sanders,Fresno State,Mountain West
DB Keyshon Mills (from Colorado),DB,American Athletic Conference,Non Power 5,SMU,Keyshon Mills,Colorado,Pac-12
DB Kyron Chambers (from TCU),DB,American Athletic Conference,Non Power 5,SMU,Kyron Chambers,TCU,Big 12
DB Rocket Rahimi (from Liberty),DB,American Athletic Conference,Non Power 5,SMU,Rocket Rahimi,Liberty,Independents
DB Jaelyn Davis-Robinson (from LSU),DB,American Athletic Conference,Non Power 5,SMU,Jaelyn Davis-Robinson,LSU,SEC
P Josh Leff (from Illinois),P ,American Athletic Conference,Non Power 5,SMU,osh Leff,Illinois,Big Ten
P Isaac Pearson (from Texas),P ,American Athletic Conference,Non Power 5,SMU,saac Pearson,Texas,Big 12
RB EJ Wilson (from FIU),RB,American Athletic Conference,Non Power 5,Temple,EJ Wilson,FIU,Conference USA
